Date,Open,High,Low,Close,Volume,Adj Close
2009-04-01,6.45,11.58,6.44,8.93,540229900,8.446663
2009-03-02,3.61,8.57,3.00,6.82,483203000,6.450867
2009-02-02,6.20,7.05,2.53,3.95,509904300,3.72597
2009-01-02,13.92,14.81,5.05,6.58,255026700,6.206805
2008-12-01,15.59,18.00,12.66,14.08,108571200,13.281431
2008-11-03,23.969999,24.620001,10.01,16.25,131135800,14.987015
2008-10-01,34.57,38.50,18.99,24.17,131320600,22.291454
2008-09-02,32.73,39.50,25.00,35.00,114674400,32.279724
2008-08-01,33.200001,34.200001,27.719999,31.139999,61768600,28.156425
2008-07-01,23.309999,34.50,18.440001,32.900002,123206000,29.747799
2008-06-02,33.84,33.939999,22.440001,23.870001,71292700,21.582977
2008-05-01,37.66,40.650002,33.25,34.009998,39410300,30.160603
2008-04-01,39.259998,41.50,35.27,37.540001,38286900,33.291065
2008-03-03,39.740002,43.459999,34.25,37.91,54601100,33.619186
2008-02-01,44.119999,45.080002,39.540001,39.740002,41331500,34.66045
2008-01-02,41.529999,44.50,33.119999,44.150002,61008100,38.506763
2007-12-03,46.25,47.00,40.610001,41.259998,30753300,35.98616
2007-11-01,46.75,47.00,41.73,46.130001,38852900,39.657757
2007-10-01,50.040001,52.959999,46.450001,48.279999,24583000,41.5061
2007-09-04,50.619999,51.93,48.599998,50.27,23451200,43.216896
2007-08-01,47.299999,52.779999,46.52,50.68,37144900,43.023472
2007-07-02,49.150002,50.200001,46.900002,47.419998,26609100,40.255978
2007-06-01,50.75,50.990002,48.549999,48.889999,19772200,41.503899
2007-05-01,51.00,51.900002,50.470001,50.709999,15285100,43.048939
2007-04-02,51.200001,52.200001,50.060001,50.900002,17063900,42.737537
2007-03-01,50.25,52.150002,48.360001,51.02,18043300,42.838291
2007-02-01,52.759998,54.209999,49.00,50.830002,15662400,42.678761
2007-01-03,53.400002,54.18,51.349998,52.580002,16332600,43.661453
